GeneID,Control_1,Control_2,Control_3,Treated_1,Treated_2,Treated_3
FBgn0000003,373.915112108276,207.566047526411,161.446624781662,72.2354951789422,114.991030535535,54.4306956569047
FBgn0000008,11.9230172055696,10.4921021551051,14.2419155795744,8.5286559674868,10.6905850510605,4.63866309440528
FBgn0000014,6.40228735495007,69.4473391099795,126.546327768123,109.356851194187,92.6930033454027,179.472553960171
FBgn0000015,14.8528238202797,9.17268809076872,11.5046105383504,2.10430610200703,1.48446818439785,5.21519957838428
FBgn0000017,25.2391874557072,24.4175679411254,27.4000411046006,33.3331524488871,36.8582341593749,21.3651279793776
FBgn0000018,46.0794094999329,35.69151423958,28.9013845258557,49.7805806734042,58.2530260086935,36.8026317284462
FBgn0000022,2.80540329293426,2.29044552528474,1.11452803082625,0.239912624358592,1.1126938879506,0
FBgn0000024,0,0.323517074178618,0.710540037166621,1.30118330718669,1.10447769275775,2.69754821078793
FBgn0000028,0.905295234343823,2.74650489546373,1.60122932834217,1.42248743993481,1.72546679529816,0.520474803482436
FBgn0000032,20.1216780173991,45.0526589013767,26.4195807933926,57.6106394758002,43.5220303224623,48.8295254850369
FBgn0000036,0,0.363602474004128,0.144945291982951,0.787449649662121,0.490969364914643,0.742046029039789
FBgn0000037,3.64422929408607,0.594312951942123,0.726818745912855,0.692870194660757,0.220278302557031,0
FBgn0000038,0.839592864764348,1.97181356634519,0.608243119377557,1.87042918593398,2.25547085500523,0.934168440899714
FBgn0000039,0,0,0,0,0.448940701823555,0
FBgn0000042,232.20453407137,363.72138608814,370.50240482298,344.39600569596,336.21207354301,343.0793881378
FBgn0000043,211.349902017688,282.094267976644,375.036825485736,133.37252395695,109.57094448528,210.431599062056
FBgn0000044,12.9390649572378,4.32834216162933,4.04156193118181,9.16146581719843,2.2233182305837,20.5640594732852
FBgn0000045,0,0.018272265354467,0,0.0194126952339262,0,0
FBgn0000046,1.91405613597907,9.86585523438081,6.1161984274492,6.56325391868564,2.08989677864318,3.12186291205264
FBgn0000047,0,0,0,0,0,0
FBgn0000052,108.030093299305,77.0462558747964,79.5267829135024,116.186655039609,135.333565098421,74.6658819338067
FBgn0000053,49.8824180864826,58.4311580228663,53.4641851175832,47.9230482607889,60.5030902398711,63.2261118378065
FBgn0000055,38.4481808266151,18.8233909868107,17.8329990799075,5.93697107571429,10.1445309902076,5.57361827669752
FBgn0000056,0,0,1.22078373079605,0,0,0
FBgn0000057,76.6916420152593,45.4068245480433,41.4242208400305,68.8204779201895,74.4950001457312,48.8798743518711
FBgn0000063,60.8788966184759,36.3256811465049,31.2247279437498,41.5495372141383,53.5982391525833,33.1643132849413
FBgn0000064,8.24835189542772,60.1238981549179,69.7234445255562,75.58067449462,73.7575659857498,147.864193118939
FBgn0000071,2.05677270758811,40.3252436553821,36.5993187131796,603.563871006845,216.622279650212,387.992652885614
FBgn0000075,19.3269114197125,25.663149200988,29.6281004271843,35.5569361150671,38.9326818326864,27.2278759373275
FBgn0000077,7.14637682184135,7.85478677688898,4.72658570909676,9.5980362030472,11.91324507942,12.575657221567
FBgn0000078,0,0,0,0,0,0
FBgn0000079,1.14130530608756,0,0,0.150343771319222,0,0
FBgn0000083,99.6366958332061,320.812700243457,378.658537680422,309.745898621517,225.021066383036,486.945322819757
FBgn0000084,62.1062118217047,66.3240611359718,53.9057195983897,35.9909224228611,31.1681517522552,36.1685019176486
FBgn0000092,3.3406443398695,3.95014740946749,4.11422110976606,0.524586075545971,2.21830948654015,0
FBgn0000097,59.8812746951827,79.0628630297246,85.5243310296432,91.2681005749098,86.7449533656517,97.3877443877366
FBgn0000100,269.75583870879,277.59071261844,280.06536409754,233.10972089721,263.45093212313,196.49587188741
FBgn0000108,21.3181602576085,7.59045304225256,8.37407927081076,13.9157151908125,16.4261348217884,5.80327886478943
FBgn0000109,5.88149808421047,13.0288830786903,10.4771301483856,11.4554953526834,9.86955948141114,9.45988837472129
FBgn0000114,304.124603023337,189.997048942142,139.741377256461,373.271799051018,413.855359340316,209.983045362648
FBgn0000115,84.7312033401674,100.968283656065,108.987221536978,75.3265891969812,93.3147368126379,82.5768938124337
FBgn0000116,39.648851623346,63.014851806949,7.232816463555,10.44388592692,13.50355770315,169.34352896001
FBgn0000117,78.453705006789,535.550246297408,562.946681224367,89.724067123312,93.451666151848,89.278867360345
FBgn0000119,41.059036301715,28.8748555947068,29.878956717625,51.3821536715367,58.4571951853708,67.7872191888986
FBgn0000120,0,1.11380255091794,1.99801160259833,0,0,1.62361923712493
FBgn0000121,0,0,0,0,0,0
FBgn0000137,0,0,0,0.399645121575999,0.376496111677166,0
FBgn0000139,51.3138842756509,82.8683536378304,60.5919717133178,71.8295658496902,84.9854234753972,61.365306266244
FBgn0000140,43.0907104419462,37.538546128439,35.8277356924514,56.4372566126485,74.5918245827967,34.4386360756152
FBgn0000146,607.253247006651,296.255302266717,245.330310961819,481.279157390521,516.945036258036,277.209675820219
FBgn0000147,82.6392343006716,65.8058613411549,63.4831634660537,71.1976065329031,91.4436892971866,54.0203228143789
FBgn0000150,831.92865254703,840.39043313553,738.26193245391,498.1319690503,439.98216732018,440.14879142708
FBgn0000152,26.6381262062802,44.4651764348035,31.8112885555971,48.4646599739617,48.6184185318669,34.8000652177259
FBgn0000153,5.16323073750667,2.44935815591111,2.64137052988713,4.33203664571725,3.45324533648577,2.36106637170412
FBgn0000157,6.40075948318281,1.74550442202031,0.472977134440025,0,0.59024846400863,0.576524260318394
FBgn0000158,3.76672983586043,7.21539230284393,6.06634950741953,126.257201186387,164.241674641009,45.2613856439452
FBgn0000163,34.0626133504337,31.9229990539643,33.738352719649,43.5602054532757,57.8750413855179,53.5877027915525
FBgn0000166,28.4439598913952,21.4428275762122,26.5188833130691,22.1103349659125,36.3272042292195,11.5742793176209
FBgn0000173,188.987699567064,215.62112963995,207.354417602846,216.59941472308,186.282961559188,218.341908206156
FBgn0000179,0.857123233893839,0.282039003301767,0.263900773607551,0.218488921613522,0.550094849616979,0.0742328282293143
FBgn0000180,8.41803866525308,17.9962048614396,25.6037908849061,26.7671669052153,24.5937185817012,33.0681680574059
FBgn0000181,277.8636165699,930.05846657663,174.77303111145,124.86074430793,182.14562781222,112.85323180434
FBgn0000182,1.63954104318231,1.8382019596237,1.87264663796909,1.6324491448057,3.437212457034,0.857470491057812
FBgn0000183,123.006932184801,112.295514029645,87.4592275364905,140.532540682139,163.827615580997,127.182674892974
FBgn0000206,0.291377112375312,0,0,0,0,0
FBgn0000212,51.2482833179317,52.4252586985719,65.2450423325975,74.2574256883377,83.1866436285894,72.1742285142426
FBgn0000216,0,0,0,0,0.571636270083127,0
FBgn0000221,32.3987878996854,16.9043819627255,13.1163172413847,29.2106224208646,28.7985650461544,22.8205148401353
FBgn0000227,1.02460757006792,0,0,0,0,0
FBgn0000228,27.5026837462498,35.1309823833507,33.9480479412235,50.9378701288121,52.1367675974649,44.8095048883671
FBgn0000229,115.883713898257,138.931511823801,132.27395441113,115.265334450772,118.982953967138,106.133329203704
FBgn0000233,0.680358082044005,0,0,0.59778771526543,0.215106783923251,0
FBgn0000239,129.773300416064,116.96739394065,114.987303208073,179.781873886155,196.715080829728,172.624576406782
FBgn0000241,13.898441146846,2.47721731326875,5.17820236598613,6.62380311235662,6.46210095646121,3.36631837941577
FBgn0000244,9.49038860521311,33.1032359545983,43.9243774163616,24.2996768572504,9.99286391152209,23.6681525449551
FBgn0000246,194.17870583602,154.384636042558,137.758985533797,315.349666097976,297.249524532335,176.413778840595
FBgn0000247,40.6076786945095,27.4728693225788,31.633377113251,40.347084184682,50.2005591163436,27.0301482423289
FBgn0000250,113.502612866308,81.0232449219532,80.7470983577889,99.7556915799858,123.279426090142,71.1229370992535
